cod_IBGE,Macrorregião,Município,UF,Capital,RM / RIDE,CAD0002,CAD0003,CAD0005,CAD0006,DFE0001,DFE0002,DFE0003,CAD2001,CAD2002,CAD2002A,CAD2003,CAD2004,CAD2004A,CAD2005,CAD2006,GTA0001,GTA0002,GTA0003,GTA0004,GTA0005,GTA0006,GTA0007,GTA0008,GTA0009,GTA0010,GTA0011,GTA0012,GTA0013,GTA0014,GTA0015,GTA0016,GTA0017,GTA0018,GTA0999,GTA1001,GTA1002,GTA1003,GTA1004,GTA1005,GTA1009,GTA1013,GTA1014,GTA1101,GTA1102,GTA1103,GTA1203,GTA1204,GTA1205,GTA1206,GTA1207,GTA1208,GTA1209,GTA1210,GTA1211,GTA1212,GTA1213,GTA1214,GTA1215,GTA1216,GTA1217,GTA1218,GTA1219,GTA1220,GTA1221,GTA1301,GTA1999,GTA3001,GTA3002,GTA3003,GTA3004,GTA3004A,GTA3005,GTA3006,GTA3101,GTA3102,GTA3103,GTA3104,GTA3106,GTA3107,GTA3109,GTA3999
4302303,Sul,Bom Jesus,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,11314,8440,2874,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Programa,NA,12/02/1957,24/06/2035,8440,0,3607,3607,288,0,88,4282,3855,4282,3855,360,325,94,0,0,0,5477,NA,624.37,476.43,147.93,612.19,121.61,0,0,624.37,NA,40.92,NA,0,0.46,0,1.51,1.97,900,373.07,48.34,421.41,372.02,48.19,420.21,26.9,0,26.9,174.09,372.21,0,420.44,299.59,NA,17,16252,40,Outro (especificar),Sem Referência,16252,13,155,34,43,96,68,72,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4302378,Sul,Bom Progresso,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,2117,1042,1075,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,25/05/1993,31/12/2062,1042,0,570,570,45,0,14,627,582,627,582,46,40,14,0,0,0,979,NA,81.7,0,81.7,81.7,40.85,0,0,81.7,NA,12.44,NA,0,0.01,0,1.07,1.08,50,59.65,5.44,65.09,59.54,5.44,64.98,4.15,0,4.15,11.38,59.81,0,65.3,88.41,NA,8,782,43,Outro (especificar),Sem Referência,782,1,7,3,1,2,7,7,Sim,A média de economias atingidas por paralisações neste município foi inferior a 20 economias no ano
4302402,Sul,Bom Retiro do Sul,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,12417,9917,2500,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,03/11/1971,31/12/2062,9917,0,4008,4008,231,0,124,4539,4075,4539,4075,240,219,131,0,0,0,5911,NA,1090.09,1019.53,70.56,1090.09,148.25,22.04,0,1112.13,NA,43.12,NA,0,0.05,0,0,0.05,780,459.22,58.74,517.96,458.44,58.51,516.95,33.06,0,33.06,561.06,458.19,0,517.44,1080.21,NA,45,12355,62,Outro (especificar),Sem Referência,12355,24,151,161,30,51,79,71,Sim,NA
4302451,Sul,Boqueirão do Leão,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,6309,1375,4934,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,20/12/1989,31/12/2062,1375,0,770,770,77,0,22,1065,798,1065,798,86,68,27,0,0,0,3132,NA,194.23,0,194.23,194.23,97.12,0,0,194.23,NA,23.84,NA,0,0,0,0,0,203,70.41,26.01,96.42,70.3,25.98,96.28,6.15,0,6.15,91.66,70.34,0,96.32,316.62,NA,11,118,22,Outro (especificar),Sem Referência,118,20,48,23,31,13,16,22,Sim,"A média de economias atingidas por paralisações neste município foi inferior a 20 economias no ano.
Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4302501,Sul,Bossoroca,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,5948,3181,2767,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,04/12/1974,11/09/2033,3181,0,1522,1522,94,0,95,1687,1517,1687,1517,97,89,96,0,0,0,3380,NA,285.57,0,285.57,285.57,142.78,0,0,285.57,NA,20.64,NA,0,0.14,0,0.04,0.18,300,154.82,23.86,178.68,154.25,23.78,178.03,11.41,0,11.41,95.3,154.34,0,178.12,178.33,NA,38,5204,54,Outro (especificar),Sem Referência,5204,22,5,49,7,24,9,10,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4302584,Sul,Bozano,RS,NA,NA,Município,Local,Prefeitura Municipal de Bozano,PMB,2172,621,1551,Sede,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,621,0,356,356,0,0,NA,356,340,356,340,0,0,0,0,0,0,449,NA,20.98,0,16.79,0,16.79,0,0,20.98,NA,16,NA,0,1,0,0,1,105,16.79,0,16.79,16.79,0,16.79,0.65,0.1,0.75,2.44,16.79,0,16.79,47,NA,0,0,0,NA,NA,0,NA,1,NA,0,1,9,9,Sim,NA
4302600,Sul,Braga,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,3300,2034,1266,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,21/05/1974,31/12/2062,2034,3,860,860,39,0,63,958,843,959,844,39,39,67,1,1,0,1425,NA,183.03,0,183.03,183.03,91.52,0,0,183.03,NA,9.87,NA,0,0.01,0,2.21,2.22,150,88.88,12.65,101.53,88.75,12.63,101.38,6.48,0,6.48,72.8,88.76,0,101.39,114.65,NA,7,10,61,Outro (especificar),Sem Referência,10,6,0,3,3,2,82,78,Sim,"A média de economias atingidas por paralisações neste município foi inferior a 20 economias no ano.
Por se tratar de município muito pequeno, a quantidade de reclamações por falta de água foi igual a zero no ano"
4302709,Sul,Butiá,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,19273,18257,1016,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,04/09/1969,31/12/2062,18257,0,7732,7732,1016,0,330,8542,7775,8542,7775,1073,975,333,0,0,0,9174,NA,1805.49,1805.49,0,1805.49,180.55,0,0,1805.49,NA,156.84,NA,0,3.79,0,98.31,102.1,1310,853.24,112.02,965.26,849.76,111.47,961.23,61.61,0,61.61,676.52,850.27,0,961.99,967.29,NA,608,36980,866,Outro (especificar),Sem Referência,36980,237,821,669,284,619,122,127,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4302808,Sul,Caçapava do Sul,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,32839,24768,8071,Com delegação atendendo Sede e Localidades - DSL,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,13/09/1968,31/12/2062,24768,0,11743,11742,726,0,322,13655,12225,13654,12224,770,684,328,0,0,1,18527,NA,1862.71,1862.71,0,1862.71,186.27,0,0,1862.71,NA,154.8,NA,0,1.76,0,2.35,4.11,2100,1030.34,145.36,1175.7,1036.18,135.81,1171.99,75.05,0,75.05,607.85,1036.28,0,1182.79,1536.53,NA,170,15271,346,Outro (especificar),Sem Referência,15271,95,519,634,177,254,203,217,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4302907,Sul,Cacequi,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,11266,9846,1420,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,21/12/2000,31/12/2062,9658,0,3697,3697,580,0,448,4050,3664,4050,3664,608,569,453,0,0,0,5356,NA,735.89,0,735.89,635.3,367.94,0,0,735.89,NA,57.06,NA,0,3.59,0,2.82,6.41,1450,383.05,61.8,444.85,380.86,61.65,442.51,28.39,0,28.39,256.24,381.34,0,443.05,418.31,NA,71,16721,159,Outro (especificar),Sem Referência,16721,16,127,317,45,107,481,400,Sim,NA
4303004,Sul,Cachoeira do Sul,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,80868,69169,11699,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,24/12/2004,31/12/2062,69169,787,27542,27542,2477,0,1312,32626,29327,32946,29644,2643,2314,1378,320,317,19,39406,NA,7111.47,7096.43,15.04,7096.43,719.45,4.57,0,7116.04,NA,256.31,NA,0,32.77,0,3.17,35.94,5717,3412.49,491.46,3903.95,3400.26,488.49,3888.75,249.19,0,249.19,2926.96,3400.65,0,3892.43,4384.74,NA,660,165371,1215,Outro (especificar),Sem Referência,165371,258,2032,2469,748,1200,3031,2869,Sim,NA
4303103,Sul,Cachoeirinha,RS,NA,RM de Porto Alegre (RS),Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,137637,137637,0,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,13/09/1968,31/12/2062,137637,0,40367,40357,5812,0,2555,57607,52492,57597,52482,7561,6464,3450,0,0,0,61165,NA,24652.03,24652.03,0,24652.03,2492.61,54.81,0,24706.84,NA,398.91,NA,9756.75,46.73,0,1955.88,2002.61,16420,5271.7,1814.13,7085.83,5152.63,1764.5,6917.13,452.29,1939.2,2391.49,3470.16,5162.82,0,6957.39,11433.01,O volume de água autorizado não cobrado é superior a 20% do volume de água consumido neste município,925,514441,1641,Outro (especificar),Sem Referência,514441,360,6247,1137,277,678,4064,4326,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4303202,Sul,Cacique Doble,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,4649,1555,3094,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,13/02/1974,31/12/2062,1555,0,743,743,34,0,62,898,749,898,749,34,34,64,0,0,0,1922,NA,27.57,0,27.57,27.57,51.91,76.26,0,103.83,NA,13,NA,0,1.8,0,0.03,1.83,50,74.64,17.16,91.8,74.59,17.05,91.64,5.86,0,5.86,4.34,74.52,0,91.65,20.43,Volume importado é superior ao volume produzido porque os poços e ETAs do local não conseguem suprir sozinhos a necessidade do município,2,3,10,Outro (especificar),Sem Referência,3,1,8,25,42,69,15,15,Sim,A média de economias atingidas por paralisações neste município foi inferior a 20 economias no ano
4303301,Sul,Caibaté,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,4750,2632,2118,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,04/12/1974,31/12/2062,2632,7,1431,1431,59,0,50,1601,1412,1604,1415,59,54,52,3,3,0,2344,NA,278.07,0,278.07,41.57,139.04,0,0,278.07,NA,17.69,NA,0,0.07,0,0.54,0.61,350,164.04,20.54,184.58,163.81,20.5,184.31,11.78,0,11.78,81.1,163.79,0,184.34,291.8,NA,1,1800,8,Outro (especificar),Sem Referência,1800,0,4,5,2,6,18,15,Sim,NA
4303400,Sul,Caiçara,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,4884,1535,3349,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,05/12/1974,31/12/2062,1535,0,982,982,40,0,46,1200,1037,1200,1037,42,38,47,0,0,0,2232,NA,0,0,0,261.4,130.7,261.4,0,261.4,NA,27.26,NA,0,0.29,0,0,0.29,125,90.94,37.78,128.72,90.75,37.89,128.64,8.22,0,8.22,124.17,90.88,0,128.65,0.37,"Como no município não há produção de água, o volume importado é superior ao volume produzido",46,6391,83,Outro (especificar),Sem Referência,6391,151,120,46,85,159,26,29,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4303509,Sul,Camaquã,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,62821,49401,13420,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Programa,NA,13/09/1968,17/09/2043,49401,0,17804,17804,1657,0,1090,22270,19840,22270,19840,1864,1612,1149,0,0,0,28611,NA,4574.74,4574.74,0,4574.74,457.47,0,0,4574.74,NA,231.41,NA,0,4.22,0,1.9,6.12,3300,2180.68,337.8,2518.48,2186.3,326.29,2512.59,160.75,0,160.75,1889.39,2174.23,0,2514.09,2237.17,NA,127,136147,423,Outro (especificar),Sem Referência,136147,44,1581,1189,567,1598,377,421,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4303558,Sul,Camargo,RS,NA,NA,Município,Local,Prefeitura Municipal de Camargo,PMC,3011,1272,1739,Sede,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,1272,1739,1314,1314,263,0,0,834,785,1314,1089,NA,NA,0,480,304,NA,NA,NA,365,0,0,0,365,0,0,365,NA,260,NA,0,1,0.92,0.92,2.84,923,131.32,114.31,245.63,131.32,114.31,245.63,NA,NA,NA,116.53,131.32,0,245.63,223,NA,20,400,0,NA,NA,0,0,600,300,600,600,200,200,Sim,NA
4303608,Sul,Cambará do Sul,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,6424,2986,3438,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,25/07/1973,31/12/2062,2986,0,1339,1339,119,0,112,1538,1286,1538,1286,123,109,121,0,0,0,3300,NA,210.83,143.88,66.95,204.99,47.86,0,0,210.83,NA,21.2,NA,0,0.04,0,10.66,10.7,350,134.84,36.32,171.16,134.69,36.09,170.78,10.93,0,10.93,18.04,134.53,0,170.79,156.96,NA,39,4940,51,Outro (especificar),Sem Referência,4940,12,37,20,31,60,23,21,Sim,NA
4303673,Sul,Campestre da Serra,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,3274,1241,2033,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Programa,NA,23/06/1993,12/08/2039,767,0,328,328,6,0,35,407,343,407,343,6,5,38,0,0,0,1836,NA,64.33,0,64.33,2.87,32.17,0,0,64.33,NA,8.3,NA,0,0.04,0,0.01,0.05,150,31.75,8.19,39.94,31.73,8.19,39.92,2.55,0,2.55,21.79,31.7,0,39.92,62.19,NA,10,1920,10,Outro (especificar),Sem Referência,1920,3,54,10,16,34,6,6,Sim,NA
4303707,Sul,Campina das Missões,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,5941,2125,3816,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Programa,NA,02/12/1974,16/06/2041,2125,0,1094,1094,76,0,47,1276,1053,1276,1053,86,64,48,0,0,0,2691,NA,140.54,105.98,34.56,113.38,27.88,0,0,140.54,NA,16.56,NA,0,0.05,0,0.21,0.26,180,110.32,24.96,135.28,110.26,24.93,135.19,8.64,0,8.64,-3.64,110.17,0,135.18,192.49,NA,3,260,14,Outro (especificar),Sem Referência,260,0,13,20,34,86,13,13,Sim,A média de economias atingidas por paralisações neste município foi inferior a 20 economias no ano
4303806,Sul,Campinas do Sul,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,5336,4087,1249,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,04/09/1973,31/12/2062,4087,0,1889,1889,67,0,123,2163,1863,2163,1863,69,63,133,0,0,0,2615,NA,319.58,167.99,151.59,319.58,92.59,0,0,319.58,NA,27.88,NA,0,0.34,0,1.59,1.93,290,202.25,32.27,234.52,201.88,32.22,234.1,14.97,0,14.97,68.16,201.95,0,234.18,306.92,NA,109,1858,229,Outro (especificar),Sem Referência,1858,44,79,19,31,27,20,20,Sim,A média de economias atingidas por paralisações neste município foi inferior a 20 economias no ano
4303905,Sul,Campo Bom,RS,NA,RM de Porto Alegre (RS),Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,63517,60624,2893,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,21/09/1969,31/12/2062,49518,0,13889,13888,3620,0,941,20265,18093,20264,18092,5990,5248,1542,0,0,0,27482,NA,14973.15,14973.15,0,14973.15,1510.4,26.17,0,14999.32,NA,392.04,NA,10168.17,0.55,0,132.13,132.68,8475,2022.48,391.7,2414.18,2014.06,389.88,2403.94,154.1,129.6,283.7,2000.59,2004.73,0,2404.92,7482.38,NA,235,8883,343,Outro (especificar),Sem Referência,8883,152,1068,786,111,223,414,405,Sim,NA
4304002,Sul,Campo Novo,RS,NA,NA,Empresa privada; Município,Regional; Local,Companhia Riograndense de Saneamento; Prefeitura Municipal de Campo Novo,CORSAN; PM CAMPO NOVO,5025,3782,1243,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,7564,1243,3692,1692,153,0,131,5631,2882,1849,1639,152,138,132,30,0,0,2230,Consultar dado por prestador de serviço,1382.85,0,1382.85,1271.44,191.43,0,0,1382.85,NA,83.66,NA,0,10.99,2,2.02,15.01,1350,1088.84,39.6,1128.44,188.4,39.52,227.92,14.58,0,14.58,224.82,188.47,0,227.98,205.98,Consultar dado por prestador de serviço,38,4990,264,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço,4990,9,103,101,37,78,68,67,Consultar dado por prestador de serviço,Consultar dado por prestador de serviço
4304101,Sul,Campos Borges,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,3649,2095,1554,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,20/10/1989,31/12/2062,2095,0,987,987,96,0,40,1137,981,1137,981,100,93,40,0,0,0,1863,NA,160.9,0,160.9,160.9,80.45,0,0,160.9,NA,15.75,NA,0,0,0,0,0,75,95.25,17.48,112.73,95.08,17.45,112.53,7.2,0,7.2,40.97,95.11,0,112.56,150.08,NA,6,763,21,Outro (especificar),Sem Referência,763,1,44,36,21,52,14,14,Sim,NA
4304200,Sul,Candelária,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,29194,15206,13988,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,16/04/1991,31/12/2062,15206,886,6595,6594,515,0,200,7482,6518,7850,6871,531,450,216,369,354,22,14210,NA,1282.57,1282.57,0,1282.57,128.26,0,0,1282.57,NA,113.55,NA,0,0.84,0,1.84,2.68,1050,690.02,141.14,831.16,688.66,140.54,829.2,53.05,0,53.05,395.68,687.76,0,829.79,610.23,NA,44,5052,199,Outro (especificar),Sem Referência,5052,16,190,140,266,405,188,200,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4304309,Sul,Cândido Godói,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,6357,1796,4561,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Programa,NA,11/12/1974,11/09/2038,1796,0,992,992,20,0,17,1301,1042,1301,1042,22,17,17,0,0,0,2774,NA,155.25,97.44,57.81,155.25,38.65,0,0,155.25,NA,16.11,NA,0,0.02,0,0.18,0.2,200,109.32,25.09,134.41,109.29,25.08,134.37,8.58,0,8.58,12.06,109.29,0,134.37,119.03,NA,2,160,7,Outro (especificar),Sem Referência,160,0,4,6,3,5,9,9,Sim,NA
4304358,Sul,Candiota,RS,NA,NA,Município,Local,Prefeitura Municipal de Candiota,PM,10819,3205,7614,Sede,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,3205,6090,1890,240,1218,0,0,800,800,240,240,0,0,0,1218,1218,NA,NA,NA,3154,3154,0,0,3154,0,0,3154,NA,90,NA,400,30,15,5,50,2500,500,0,500,65,0,65,NA,NA,NA,2204,300,0,1000,3000,NA,12,600,0,NA,NA,0,NA,60,10,10,3,30,30,Não,NA
4304408,Sul,Canela,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,49445,45162,4283,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,28/12/2004,28/12/2029,45162,0,13388,13388,590,0,360,23848,21538,23848,21538,742,617,434,0,0,0,24838,NA,12325.84,12309.33,16.51,12323.62,1239.19,0,0,12325.84,NA,193.65,NA,7645.47,1.14,0,22.95,24.09,8890,2572.71,536.64,3109.35,2568.74,535.32,3104.06,198.47,0,198.47,1348.46,2569.11,0,3105.22,15849.24,NA,681,103774,1153,Outro (especificar),Sem Referência,103774,360,2999,757,154,330,1175,893,Sim,NA
4304507,Sul,Canguçu,RS,NA,NA,Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,50174,18553,31621,Sem delegação atendendo Sede - SDS,NA,NA,Integral,NA,NA,NA,NA,18553,0,7778,7778,464,0,480,10246,8990,10246,8990,521,451,527,0,0,0,24920,NA,1189.51,1189.51,0,1189.51,130.74,23.58,0,1213.09,NA,78.21,NA,0,0.56,0,0.59,1.15,1060,719.12,132.28,851.4,717.66,131.88,849.54,54.34,0,54.34,306.2,716.23,0,849.83,1369.34,NA,89,72223,403,Outro (especificar),Sem Referência,72223,145,1250,644,131,403,177,249,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4304606,Sul,Canoas,RS,NA,RM de Porto Alegre (RS),Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,351154,351154,0,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,28/03/1966,31/12/2062,351154,0,79993,79922,12018,0,6902,157408,141173,157319,141091,16071,14098,7925,3,0,0,156941,NA,42868.97,42868.97,0,42868.97,4286.9,0,0,42868.97,NA,1091.89,NA,54.81,33.36,0,3980.88,4014.24,33110,15391.39,3085.7,18531.9,15253.7,3044.13,18297.83,1179.39,3900,5079.39,15188.63,15226.68,0,18340.56,25101.76,O volume de água autorizado não cobrado é superior a 20% do volume de água consumido neste município,1313,264779,2565,Outro (especificar),Sem Referência,264779,360,5231,3019,574,1705,9194,9307,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4304614,Sul,Canudos do Vale,RS,NA,NA,Município,Local,Prefeitura Municipal de Canudos do Vale,CANUDOS,1672,380,1292,Localidades,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,380,1260,251,251,0,0,NA,262,245,251,251,0,0,0,452,452,0,251,NA,120,5,5,0,104,0,0,120,2,2,30,0,0.03,1,1,2.03,100,100,4,104,100,4,104,NA,NA,NA,13.97,100,0,100,48391,NA,1,110,0,NA,NA,0,NA,1,1,1,10,5,5,Não,NA
4304622,Sul,Capão Bonito do Sul,RS,NA,NA,Município,Local,Prefeitura Municipal de Capão Bonito do Sul,PMCBS,1750,498,1252,Sede e localidades,Prestação direta por órgão da administração pública direta,NA,Integral,NA,NA,NA,NA,498,1038,600,600,0,254,NA,254,254,600,254,0,0,NA,346,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,12,4000,NA,2,565,0,NA,NA,0,NA,20,5,4,5,10,10,Sim,NA
4304630,Sul,Capão da Canoa,RS,NA,AU do Litoral Norte (RS),Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,64253,63866,387,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,29/07/1974,31/12/2062,63866,0,21080,21077,1078,0,2811,51876,48041,51753,47918,1389,1159,3380,0,0,0,59765,NA,8297.78,8297.78,0,8297.78,829.78,0,0,8297.78,NA,373.75,NA,3754.17,2.38,0,45.92,48.3,9400,3884.07,484.81,4368.88,3862.34,483.31,4345.65,278.86,30,308.86,182.43,3864.44,0,4347.79,2849.37,NA,197,35037,436,Outro (especificar),Sem Referência,35037,78,1731,579,59,73,3654,3362,Sim,NA
4304663,Sul,Capão do Leão,RS,NA,AU do Sul (RS),Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,26754,24644,2110,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Programa,NA,14/03/1984,24/01/2037,24644,0,8725,8725,690,0,712,10147,9518,10147,9518,743,723,753,0,0,0,12295,NA,1854.25,1854.25,0,1854.25,185.86,0.86,0,1855.11,NA,122.53,NA,0,4.49,0,332.61,337.1,1910,855.88,80.83,936.71,843.01,89.57,932.58,59.79,330,389.79,191.51,844.97,0,933.59,961.2,O volume de água autorizado não cobrado é superior a 20% do volume de água consumido neste município,37,51471,246,Outro (especificar),Sem Referência,51471,24,1307,511,163,403,379,402,Sim,"Considerando que os serviços executados neste ano podem ter sido solicitados ainda no ano anterior, o quantitativo de serviços executados de ligação de água podem ser superiores aos pedidos de ligação de água recebidos"
4304671,Sul,Capivari do Sul,RS,NA,AU do Litoral Norte (RS),Empresa privada,Regional,Companhia Riograndense de Saneamento,CORSAN,4031,3347,684,Com delegação atendendo apenas Sede - DS,Outra situação (especificar),Prestação indireta delegada mediante contrato de programa,Integral,Contrato de Concessão,NA,10/08/2000,31/12/2062,3347,0,1451,1450,62,0,140,1601,1400,1600,1399,64,54,143,0,0,0,1977,NA,250.64,0,250.64,250.64,125.32,0,0,250.64,NA,21.06,NA,0,0.02,0,0,0.02,550,162.57,27.02,189.59,162.39,26.92,189.31,6.59,0,6.59,54.44,162.31,0,189.37,84.49,NA,28,3185,54,Outro (especificar),Sem Referência,3185,8,32,18,13,25,69,65,Sim,NA
