cod_IBGE,Município__SINISA,Município__IBGE,Macrorregião__SINISA,Macrorregião__IBGE,UF__SINISA,UF__IBGE
2703304,Inhapi,Inhapi,Nordeste,Nordeste,AL,Alagoas
2703403,Jacaré dos Homens,Jacaré dos Homens,Nordeste,Nordeste,AL,Alagoas
2703502,Jacuípe,Jacuípe,Nordeste,Nordeste,AL,Alagoas
2703601,Japaratinga,Japaratinga,Nordeste,Nordeste,AL,Alagoas
2703700,Jaramataia,Jaramataia,Nordeste,Nordeste,AL,Alagoas
2703809,Joaquim Gomes,Joaquim Gomes,Nordeste,Nordeste,AL,Alagoas
2703908,Jundiá,Jundiá,Nordeste,Nordeste,AL,Alagoas
2704005,Junqueiro,Junqueiro,Nordeste,Nordeste,AL,Alagoas
2704104,Lagoa da Canoa,Lagoa da Canoa,Nordeste,Nordeste,AL,Alagoas
2704302,Maceió,Maceió,Nordeste,Nordeste,AL,Alagoas
2704401,Major Isidoro,Major Isidoro,Nordeste,Nordeste,AL,Alagoas
2704500,Maragogi,Maragogi,Nordeste,Nordeste,AL,Alagoas
2704609,Maravilha,Maravilha,Nordeste,Nordeste,AL,Alagoas
2704708,Marechal Deodoro,Marechal Deodoro,Nordeste,Nordeste,AL,Alagoas
2704807,Maribondo,Maribondo,Nordeste,Nordeste,AL,Alagoas
2704906,Mar Vermelho,Mar Vermelho,Nordeste,Nordeste,AL,Alagoas
2705002,Mata Grande,Mata Grande,Nordeste,Nordeste,AL,Alagoas
2705101,Matriz de Camaragibe,Matriz de Camaragibe,Nordeste,Nordeste,AL,Alagoas
2705200,Messias,Messias,Nordeste,Nordeste,AL,Alagoas
2705309,Minador do Negrão,Minador do Negrão,Nordeste,Nordeste,AL,Alagoas
2705408,Monteirópolis,Monteirópolis,Nordeste,Nordeste,AL,Alagoas
2705507,Murici,Murici,Nordeste,Nordeste,AL,Alagoas
2705606,Novo Lino,Novo Lino,Nordeste,Nordeste,AL,Alagoas
2705705,Olho d Água das Flores,Olho d'Água das Flores,Nordeste,Nordeste,AL,Alagoas
2705804,Olho d Água do Casado,Olho d'Água do Casado,Nordeste,Nordeste,AL,Alagoas
2705903,Olho d Água Grande,Olho d'Água Grande,Nordeste,Nordeste,AL,Alagoas
2706000,Olivença,Olivença,Nordeste,Nordeste,AL,Alagoas
2706109,Ouro Branco,Ouro Branco,Nordeste,Nordeste,AL,Alagoas
2706208,Palestina,Palestina,Nordeste,Nordeste,AL,Alagoas
2706307,Palmeira dos Índios,Palmeira dos Índios,Nordeste,Nordeste,AL,Alagoas
2706406,Pão de Açúcar,Pão de Açúcar,Nordeste,Nordeste,AL,Alagoas
2706422,Pariconha,Pariconha,Nordeste,Nordeste,AL,Alagoas
2706448,Paripueira,Paripueira,Nordeste,Nordeste,AL,Alagoas
2706505,Passo de Camaragibe,Passo de Camaragibe,Nordeste,Nordeste,AL,Alagoas
2706604,Paulo Jacinto,Paulo Jacinto,Nordeste,Nordeste,AL,Alagoas
2706703,Penedo,Penedo,Nordeste,Nordeste,AL,Alagoas
2706802,Piaçabuçu,Piaçabuçu,Nordeste,Nordeste,AL,Alagoas
2706901,Pilar,Pilar,Nordeste,Nordeste,AL,Alagoas
2707008,Pindoba,Pindoba,Nordeste,Nordeste,AL,Alagoas
2707107,Piranhas,Piranhas,Nordeste,Nordeste,AL,Alagoas
2707206,Poço das Trincheiras,Poço das Trincheiras,Nordeste,Nordeste,AL,Alagoas
2707305,Porto Calvo,Porto Calvo,Nordeste,Nordeste,AL,Alagoas
2707404,Porto de Pedras,Porto de Pedras,Nordeste,Nordeste,AL,Alagoas
2707503,Porto Real do Colégio,Porto Real do Colégio,Nordeste,Nordeste,AL,Alagoas
2707602,Quebrangulo,Quebrangulo,Nordeste,Nordeste,AL,Alagoas
2707701,Rio Largo,Rio Largo,Nordeste,Nordeste,AL,Alagoas
2707909,Santa Luzia do Norte,Santa Luzia do Norte,Nordeste,Nordeste,AL,Alagoas
2708006,Santana do Ipanema,Santana do Ipanema,Nordeste,Nordeste,AL,Alagoas
2708105,Santana do Mundaú,Santana do Mundaú,Nordeste,Nordeste,AL,Alagoas
2708204,São Brás,São Brás,Nordeste,Nordeste,AL,Alagoas
2708303,São José da Laje,São José da Laje,Nordeste,Nordeste,AL,Alagoas
2708402,São José da Tapera,São José da Tapera,Nordeste,Nordeste,AL,Alagoas
2708501,São Luís do Quitunde,São Luís do Quitunde,Nordeste,Nordeste,AL,Alagoas
2708600,São Miguel dos Campos,São Miguel dos Campos,Nordeste,Nordeste,AL,Alagoas
2708709,São Miguel dos Milagres,São Miguel dos Milagres,Nordeste,Nordeste,AL,Alagoas
2708808,São Sebastião,São Sebastião,Nordeste,Nordeste,AL,Alagoas
2708907,Satuba,Satuba,Nordeste,Nordeste,AL,Alagoas
2708956,Senador Rui Palmeira,Senador Rui Palmeira,Nordeste,Nordeste,AL,Alagoas
2709004,Tanque d Arca,Tanque d'Arca,Nordeste,Nordeste,AL,Alagoas
2709103,Taquarana,Taquarana,Nordeste,Nordeste,AL,Alagoas
2709152,Teotônio Vilela,Teotônio Vilela,Nordeste,Nordeste,AL,Alagoas
2709202,Traipu,Traipu,Nordeste,Nordeste,AL,Alagoas
2709301,União dos Palmares,União dos Palmares,Nordeste,Nordeste,AL,Alagoas
2709400,Viçosa,Viçosa,Nordeste,Nordeste,AL,Alagoas
2800100,Amparo de São Francisco,Amparo do São Francisco,Nordeste,Nordeste,SE,Sergipe
2800209,Aquidabã,Aquidabã,Nordeste,Nordeste,SE,Sergipe
2800308,Aracaju,Aracaju,Nordeste,Nordeste,SE,Sergipe
2800407,Arauá,Arauá,Nordeste,Nordeste,SE,Sergipe
2800506,Areia Branca,Areia Branca,Nordeste,Nordeste,SE,Sergipe
2800605,Barra dos Coqueiros,Barra dos Coqueiros,Nordeste,Nordeste,SE,Sergipe
2800670,Boquim,Boquim,Nordeste,Nordeste,SE,Sergipe
2800704,Brejo Grande,Brejo Grande,Nordeste,Nordeste,SE,Sergipe
2801009,Campo do Brito,Campo do Brito,Nordeste,Nordeste,SE,Sergipe
2801108,Canhoba,Canhoba,Nordeste,Nordeste,SE,Sergipe
2801207,Canindé de São Francisco,Canindé de São Francisco,Nordeste,Nordeste,SE,Sergipe
2801306,Capela,Capela,Nordeste,Nordeste,SE,Sergipe
2801405,Carira,Carira,Nordeste,Nordeste,SE,Sergipe
2801504,Carmópolis,Carmópolis,Nordeste,Nordeste,SE,Sergipe
2801603,Cedro de São João,Cedro de São João,Nordeste,Nordeste,SE,Sergipe
2801702,Cristinápolis,Cristinápolis,Nordeste,Nordeste,SE,Sergipe
2801900,Cumbe,Cumbe,Nordeste,Nordeste,SE,Sergipe
2802007,Divina Pastora,Divina Pastora,Nordeste,Nordeste,SE,Sergipe
2802106,Estância,Estância,Nordeste,Nordeste,SE,Sergipe
2802205,Feira Nova,Feira Nova,Nordeste,Nordeste,SE,Sergipe
2802304,Frei Paulo,Frei Paulo,Nordeste,Nordeste,SE,Sergipe
2802403,Gararu,Gararu,Nordeste,Nordeste,SE,Sergipe
2802502,General Maynard,General Maynard,Nordeste,Nordeste,SE,Sergipe
2802601,Graccho Cardoso,Graccho Cardoso,Nordeste,Nordeste,SE,Sergipe
2802700,Ilha das Flores,Ilha das Flores,Nordeste,Nordeste,SE,Sergipe
2802809,Indiaroba,Indiaroba,Nordeste,Nordeste,SE,Sergipe
2802908,Itabaiana,Itabaiana,Nordeste,Nordeste,SE,Sergipe
2803005,Itabaianinha,Itabaianinha,Nordeste,Nordeste,SE,Sergipe
2803104,Itabi,Itabi,Nordeste,Nordeste,SE,Sergipe
2803203,Itaporanga d Ajuda,Itaporanga d'Ajuda,Nordeste,Nordeste,SE,Sergipe
2803302,Japaratuba,Japaratuba,Nordeste,Nordeste,SE,Sergipe
2803401,Japoatã,Japoatã,Nordeste,Nordeste,SE,Sergipe
2803500,Lagarto,Lagarto,Nordeste,Nordeste,SE,Sergipe
2803609,Laranjeiras,Laranjeiras,Nordeste,Nordeste,SE,Sergipe
2803708,Macambira,Macambira,Nordeste,Nordeste,SE,Sergipe
2803807,Malhada dos Bois,Malhada dos Bois,Nordeste,Nordeste,SE,Sergipe
2803906,Malhador,Malhador,Nordeste,Nordeste,SE,Sergipe
2804003,Maruim,Maruim,Nordeste,Nordeste,SE,Sergipe
2804102,Moita Bonita,Moita Bonita,Nordeste,Nordeste,SE,Sergipe
2804201,Monte Alegre de Sergipe,Monte Alegre de Sergipe,Nordeste,Nordeste,SE,Sergipe
2804300,Muribeca,Muribeca,Nordeste,Nordeste,SE,Sergipe
2804409,Neópolis,Neópolis,Nordeste,Nordeste,SE,Sergipe
2804458,Nossa Senhora Aparecida,Nossa Senhora Aparecida,Nordeste,Nordeste,SE,Sergipe
2804508,Nossa Senhora da Glória,Nossa Senhora da Glória,Nordeste,Nordeste,SE,Sergipe
2804607,Nossa Senhora das Dores,Nossa Senhora das Dores,Nordeste,Nordeste,SE,Sergipe
2804706,Nossa Senhora de Lourdes,Nossa Senhora de Lourdes,Nordeste,Nordeste,SE,Sergipe
2804805,Nossa Senhora do Socorro,Nossa Senhora do Socorro,Nordeste,Nordeste,SE,Sergipe
2804904,Pacatuba,Pacatuba,Nordeste,Nordeste,SE,Sergipe
2805000,Pedra Mole,Pedra Mole,Nordeste,Nordeste,SE,Sergipe
2805109,Pedrinhas,Pedrinhas,Nordeste,Nordeste,SE,Sergipe
2805208,Pinhão,Pinhão,Nordeste,Nordeste,SE,Sergipe
2805307,Pirambu,Pirambu,Nordeste,Nordeste,SE,Sergipe
2805406,Poço Redondo,Poço Redondo,Nordeste,Nordeste,SE,Sergipe
2805505,Poço Verde,Poço Verde,Nordeste,Nordeste,SE,Sergipe
2805604,Porto da Folha,Porto da Folha,Nordeste,Nordeste,SE,Sergipe
2805703,Propriá,Propriá,Nordeste,Nordeste,SE,Sergipe
2805802,Riachão do Dantas,Riachão do Dantas,Nordeste,Nordeste,SE,Sergipe
2805901,Riachuelo,Riachuelo,Nordeste,Nordeste,SE,Sergipe
2806008,Ribeirópolis,Ribeirópolis,Nordeste,Nordeste,SE,Sergipe
2806107,Rosário do Catete,Rosário do Catete,Nordeste,Nordeste,SE,Sergipe
2806206,Salgado,Salgado,Nordeste,Nordeste,SE,Sergipe
2806305,Santa Luzia do Itanhy,Santa Luzia do Itanhy,Nordeste,Nordeste,SE,Sergipe
2806404,Santana do São Francisco,Santana do São Francisco,Nordeste,Nordeste,SE,Sergipe
2806503,Santa Rosa de Lima,Santa Rosa de Lima,Nordeste,Nordeste,SE,Sergipe
2806602,Santo Amaro das Brotas,Santo Amaro das Brotas,Nordeste,Nordeste,SE,Sergipe
2806701,São Cristóvão,São Cristóvão,Nordeste,Nordeste,SE,Sergipe
2806800,São Domingos,São Domingos,Nordeste,Nordeste,SE,Sergipe
2806909,São Francisco,São Francisco,Nordeste,Nordeste,SE,Sergipe
2807006,São Miguel do Aleixo,São Miguel do Aleixo,Nordeste,Nordeste,SE,Sergipe
2807105,Simão Dias,Simão Dias,Nordeste,Nordeste,SE,Sergipe
2807204,Siriri,Siriri,Nordeste,Nordeste,SE,Sergipe
2807303,Telha,Telha,Nordeste,Nordeste,SE,Sergipe
2807402,Tobias Barreto,Tobias Barreto,Nordeste,Nordeste,SE,Sergipe
2807501,Tomar do Geru,Tomar do Geru,Nordeste,Nordeste,SE,Sergipe
2807600,Umbaúba,Umbaúba,Nordeste,Nordeste,SE,Sergipe
2900108,Abaíra,Abaíra,Nordeste,Nordeste,BA,Bahia
2900207,Abaré,Abaré,Nordeste,Nordeste,BA,Bahia
2900306,Acajutiba,Acajutiba,Nordeste,Nordeste,BA,Bahia
2900355,Adustina,Adustina,Nordeste,Nordeste,BA,Bahia
2900405,Água Fria,Água Fria,Nordeste,Nordeste,BA,Bahia
2900603,Aiquara,Aiquara,Nordeste,Nordeste,BA,Bahia
2900702,Alagoinhas,Alagoinhas,Nordeste,Nordeste,BA,Bahia
2900801,Alcobaça,Alcobaça,Nordeste,Nordeste,BA,Bahia
2900900,Almadina,Almadina,Nordeste,Nordeste,BA,Bahia
2901007,Amargosa,Amargosa,Nordeste,Nordeste,BA,Bahia
2901106,Amélia Rodrigues,Amélia Rodrigues,Nordeste,Nordeste,BA,Bahia
2901155,América Dourada,América Dourada,Nordeste,Nordeste,BA,Bahia
2901205,Anagé,Anagé,Nordeste,Nordeste,BA,Bahia
2901304,Andaraí,Andaraí,Nordeste,Nordeste,BA,Bahia
2901353,Andorinha,Andorinha,Nordeste,Nordeste,BA,Bahia
2901403,Angical,Angical,Nordeste,Nordeste,BA,Bahia
2901502,Anguera,Anguera,Nordeste,Nordeste,BA,Bahia
2901601,Antas,Antas,Nordeste,Nordeste,BA,Bahia
2901700,Antônio Cardoso,Antônio Cardoso,Nordeste,Nordeste,BA,Bahia
2901809,Antônio Gonçalves,Antônio Gonçalves,Nordeste,Nordeste,BA,Bahia
2901908,Aporá,Aporá,Nordeste,Nordeste,BA,Bahia
2901957,Apuarema,Apuarema,Nordeste,Nordeste,BA,Bahia
2902005,Aracatu,Aracatu,Nordeste,Nordeste,BA,Bahia
2902104,Araci,Araci,Nordeste,Nordeste,BA,Bahia
2902203,Aramari,Aramari,Nordeste,Nordeste,BA,Bahia
2902252,Arataca,Arataca,Nordeste,Nordeste,BA,Bahia
2902302,Aratuípe,Aratuípe,Nordeste,Nordeste,BA,Bahia
2902401,Aurelino Leal,Aurelino Leal,Nordeste,Nordeste,BA,Bahia
2902500,Baianópolis,Baianópolis,Nordeste,Nordeste,BA,Bahia
2902609,Baixa Grande,Baixa Grande,Nordeste,Nordeste,BA,Bahia
2902658,Banzaê,Banzaê,Nordeste,Nordeste,BA,Bahia
2902807,Barra da Estiva,Barra da Estiva,Nordeste,Nordeste,BA,Bahia
2902906,Barra do Choça,Barra do Choça,Nordeste,Nordeste,BA,Bahia
2903003,Barra do Mendes,Barra do Mendes,Nordeste,Nordeste,BA,Bahia
2903102,Barra do Rocha,Barra do Rocha,Nordeste,Nordeste,BA,Bahia
2903201,Barreiras,Barreiras,Nordeste,Nordeste,BA,Bahia
2903235,Barro Alto,Barro Alto,Nordeste,Nordeste,BA,Bahia
2903276,Barrocas,Barrocas,Nordeste,Nordeste,BA,Bahia
2903409,Belmonte,Belmonte,Nordeste,Nordeste,BA,Bahia
2903508,Belo Campo,Belo Campo,Nordeste,Nordeste,BA,Bahia
2903607,Biritinga,Biritinga,Nordeste,Nordeste,BA,Bahia
2903706,Boa Nova,Boa Nova,Nordeste,Nordeste,BA,Bahia
2903805,Boa Vista do Tupim,Boa Vista do Tupim,Nordeste,Nordeste,BA,Bahia
2903904,Bom Jesus da Lapa,Bom Jesus da Lapa,Nordeste,Nordeste,BA,Bahia
2903953,Bom Jesus da Serra,Bom Jesus da Serra,Nordeste,Nordeste,BA,Bahia
2904001,Boninal,Boninal,Nordeste,Nordeste,BA,Bahia
2904050,Bonito,Bonito,Nordeste,Nordeste,BA,Bahia
2904209,Botuporã,Botuporã,Nordeste,Nordeste,BA,Bahia
2904308,Brejões,Brejões,Nordeste,Nordeste,BA,Bahia
2904407,Brejolândia,Brejolândia,Nordeste,Nordeste,BA,Bahia
2904506,Brotas de Macaúbas,Brotas de Macaúbas,Nordeste,Nordeste,BA,Bahia
2904605,Brumado,Brumado,Nordeste,Nordeste,BA,Bahia
2904704,Buerarema,Buerarema,Nordeste,Nordeste,BA,Bahia
2904753,Buritirama,Buritirama,Nordeste,Nordeste,BA,Bahia
2904803,Caatiba,Caatiba,Nordeste,Nordeste,BA,Bahia
2904852,Cabaceiras do Paraguaçu,Cabaceiras do Paraguaçu,Nordeste,Nordeste,BA,Bahia
2904902,Cachoeira,Cachoeira,Nordeste,Nordeste,BA,Bahia
2905008,Caculé,Caculé,Nordeste,Nordeste,BA,Bahia
2905107,Caém,Caém,Nordeste,Nordeste,BA,Bahia
2905156,Caetanos,Caetanos,Nordeste,Nordeste,BA,Bahia
2905206,Caetité,Caetité,Nordeste,Nordeste,BA,Bahia
2905305,Cafarnaum,Cafarnaum,Nordeste,Nordeste,BA,Bahia
2905404,Cairu,Cairu,Nordeste,Nordeste,BA,Bahia
2905503,Caldeirão Grande,Caldeirão Grande,Nordeste,Nordeste,BA,Bahia
2905602,Camacan,Camacan,Nordeste,Nordeste,BA,Bahia
2905701,Camaçari,Camaçari,Nordeste,Nordeste,BA,Bahia
2905800,Camamu,Camamu,Nordeste,Nordeste,BA,Bahia
2905909,Campo Alegre de Lourdes,Campo Alegre de Lourdes,Nordeste,Nordeste,BA,Bahia
2906006,Campo Formoso,Campo Formoso,Nordeste,Nordeste,BA,Bahia
2906105,Canápolis,Canápolis,Nordeste,Nordeste,BA,Bahia
2906204,Canarana,Canarana,Nordeste,Nordeste,BA,Bahia
2906303,Canavieiras,Canavieiras,Nordeste,Nordeste,BA,Bahia
2906402,Candeal,Candeal,Nordeste,Nordeste,BA,Bahia
2906501,Candeias,Candeias,Nordeste,Nordeste,BA,Bahia
2906600,Candiba,Candiba,Nordeste,Nordeste,BA,Bahia
2906709,Cândido Sales,Cândido Sales,Nordeste,Nordeste,BA,Bahia
2906808,Cansanção,Cansanção,Nordeste,Nordeste,BA,Bahia
2906824,Canudos,Canudos,Nordeste,Nordeste,BA,Bahia
2906857,Capela do Alto Alegre,Capela do Alto Alegre,Nordeste,Nordeste,BA,Bahia
2906873,Capim Grosso,Capim Grosso,Nordeste,Nordeste,BA,Bahia
2906899,Caraíbas,Caraíbas,Nordeste,Nordeste,BA,Bahia
2906907,Caravelas,Caravelas,Nordeste,Nordeste,BA,Bahia
2907004,Cardeal da Silva,Cardeal da Silva,Nordeste,Nordeste,BA,Bahia
2907103,Carinhanha,Carinhanha,Nordeste,Nordeste,BA,Bahia
2907202,Casa Nova,Casa Nova,Nordeste,Nordeste,BA,Bahia
2907301,Castro Alves,Castro Alves,Nordeste,Nordeste,BA,Bahia
2907400,Catolândia,Catolândia,Nordeste,Nordeste,BA,Bahia
2907509,Catu,Catu,Nordeste,Nordeste,BA,Bahia
2907558,Caturama,Caturama,Nordeste,Nordeste,BA,Bahia
2907608,Central,Central,Nordeste,Nordeste,BA,Bahia
2907707,Chorrochó,Chorrochó,Nordeste,Nordeste,BA,Bahia
2907806,Cícero Dantas,Cícero Dantas,Nordeste,Nordeste,BA,Bahia
2907905,Cipó,Cipó,Nordeste,Nordeste,BA,Bahia
2908002,Coaraci,Coaraci,Nordeste,Nordeste,BA,Bahia
2908101,Cocos,Cocos,Nordeste,Nordeste,BA,Bahia
2908200,Conceição da Feira,Conceição da Feira,Nordeste,Nordeste,BA,Bahia
2908309,Conceição do Almeida,Conceição do Almeida,Nordeste,Nordeste,BA,Bahia
2908408,Conceição do Coité,Conceição do Coité,Nordeste,Nordeste,BA,Bahia
2908507,Conceição do Jacuípe,Conceição do Jacuípe,Nordeste,Nordeste,BA,Bahia
2908606,Conde,Conde,Nordeste,Nordeste,BA,Bahia
2908705,Condeúba,Condeúba,Nordeste,Nordeste,BA,Bahia
2908804,Contendas do Sincorá,Contendas do Sincorá,Nordeste,Nordeste,BA,Bahia
2908903,Coração de Maria,Coração de Maria,Nordeste,Nordeste,BA,Bahia
2909000,Cordeiros,Cordeiros,Nordeste,Nordeste,BA,Bahia
2909208,Coronel João Sá,Coronel João Sá,Nordeste,Nordeste,BA,Bahia
2909406,Cotegipe,Cotegipe,Nordeste,Nordeste,BA,Bahia
2909505,Cravolândia,Cravolândia,Nordeste,Nordeste,BA,Bahia
2909604,Crisópolis,Crisópolis,Nordeste,Nordeste,BA,Bahia
2909703,Cristópolis,Cristópolis,Nordeste,Nordeste,BA,Bahia
2909802,Cruz das Almas,Cruz das Almas,Nordeste,Nordeste,BA,Bahia
2909901,Curaçá,Curaçá,Nordeste,Nordeste,BA,Bahia
2910008,Dário Meira,Dário Meira,Nordeste,Nordeste,BA,Bahia
2910057,Dias d Ávila,Dias d'Ávila,Nordeste,Nordeste,BA,Bahia
2910107,Dom Basílio,Dom Basílio,Nordeste,Nordeste,BA,Bahia
2910206,Dom Macedo Costa,Dom Macedo Costa,Nordeste,Nordeste,BA,Bahia
2910305,Elísio Medrado,Elísio Medrado,Nordeste,Nordeste,BA,Bahia
2910404,Encruzilhada,Encruzilhada,Nordeste,Nordeste,BA,Bahia
2910503,Entre Rios,Entre Rios,Nordeste,Nordeste,BA,Bahia
2910602,Esplanada,Esplanada,Nordeste,Nordeste,BA,Bahia
2910701,Euclides da Cunha,Euclides da Cunha,Nordeste,Nordeste,BA,Bahia
2910727,Eunápolis,Eunápolis,Nordeste,Nordeste,BA,Bahia
2910750,Fátima,Fátima,Nordeste,Nordeste,BA,Bahia
2910776,Feira da Mata,Feira da Mata,Nordeste,Nordeste,BA,Bahia
2910800,Feira de Santana,Feira de Santana,Nordeste,Nordeste,BA,Bahia
2910859,Filadélfia,Filadélfia,Nordeste,Nordeste,BA,Bahia
2910909,Firmino Alves,Firmino Alves,Nordeste,Nordeste,BA,Bahia
2911006,Floresta Azul,Floresta Azul,Nordeste,Nordeste,BA,Bahia
2911105,Formosa do Rio Preto,Formosa do Rio Preto,Nordeste,Nordeste,BA,Bahia
2911204,Gandu,Gandu,Nordeste,Nordeste,BA,Bahia
2911253,Gavião,Gavião,Nordeste,Nordeste,BA,Bahia
2911303,Gentio do Ouro,Gentio do Ouro,Nordeste,Nordeste,BA,Bahia
2911402,Glória,Glória,Nordeste,Nordeste,BA,Bahia
2911501,Gongogi,Gongogi,Nordeste,Nordeste,BA,Bahia
2911600,Governador Mangabeira,Governador Mangabeira,Nordeste,Nordeste,BA,Bahia
2911659,Guajeru,Guajeru,Nordeste,Nordeste,BA,Bahia
2911709,Guanambi,Guanambi,Nordeste,Nordeste,BA,Bahia
2911808,Guaratinga,Guaratinga,Nordeste,Nordeste,BA,Bahia
2911857,Heliópolis,Heliópolis,Nordeste,Nordeste,BA,Bahia
2911907,Iaçu,Iaçu,Nordeste,Nordeste,BA,Bahia
2912004,Ibiassucê,Ibiassucê,Nordeste,Nordeste,BA,Bahia
2912202,Ibicoara,Ibicoara,Nordeste,Nordeste,BA,Bahia
2912301,Ibicuí,Ibicuí,Nordeste,Nordeste,BA,Bahia
2912400,Ibipeba,Ibipeba,Nordeste,Nordeste,BA,Bahia
2912509,Ibipitanga,Ibipitanga,Nordeste,Nordeste,BA,Bahia
2912608,Ibiquera,Ibiquera,Nordeste,Nordeste,BA,Bahia
2912707,Ibirapitanga,Ibirapitanga,Nordeste,Nordeste,BA,Bahia
2912806,Ibirapuã,Ibirapuã,Nordeste,Nordeste,BA,Bahia
2912905,Ibirataia,Ibirataia,Nordeste,Nordeste,BA,Bahia
2913002,Ibitiara,Ibitiara,Nordeste,Nordeste,BA,Bahia
2913101,Ibititá,Ibititá,Nordeste,Nordeste,BA,Bahia
2913200,Ibotirama,Ibotirama,Nordeste,Nordeste,BA,Bahia
2913309,Ichu,Ichu,Nordeste,Nordeste,BA,Bahia
2913408,Igaporã,Igaporã,Nordeste,Nordeste,BA,Bahia
2913457,Igrapiúna,Igrapiúna,Nordeste,Nordeste,BA,Bahia
2913507,Iguaí,Iguaí,Nordeste,Nordeste,BA,Bahia
2913606,Ilhéus,Ilhéus,Nordeste,Nordeste,BA,Bahia
2913705,Inhambupe,Inhambupe,Nordeste,Nordeste,BA,Bahia
2913804,Ipecaetá,Ipecaetá,Nordeste,Nordeste,BA,Bahia
2913903,Ipiaú,Ipiaú,Nordeste,Nordeste,BA,Bahia
2914000,Ipirá,Ipirá,Nordeste,Nordeste,BA,Bahia
2914109,Ipupiara,Ipupiara,Nordeste,Nordeste,BA,Bahia
2914208,Irajuba,Irajuba,Nordeste,Nordeste,BA,Bahia
2914307,Iramaia,Iramaia,Nordeste,Nordeste,BA,Bahia
2914406,Iraquara,Iraquara,Nordeste,Nordeste,BA,Bahia
2914505,Irará,Irará,Nordeste,Nordeste,BA,Bahia
2914604,Irecê,Irecê,Nordeste,Nordeste,BA,Bahia
2914653,Itabela,Itabela,Nordeste,Nordeste,BA,Bahia
2914703,Itaberaba,Itaberaba,Nordeste,Nordeste,BA,Bahia
2914802,Itabuna,Itabuna,Nordeste,Nordeste,BA,Bahia
2914901,Itacaré,Itacaré,Nordeste,Nordeste,BA,Bahia
2915007,Itaeté,Itaeté,Nordeste,Nordeste,BA,Bahia
2915106,Itagi,Itagi,Nordeste,Nordeste,BA,Bahia
2915205,Itagibá,Itagibá,Nordeste,Nordeste,BA,Bahia
2915304,Itagimirim,Itagimirim,Nordeste,Nordeste,BA,Bahia
2915353,Itaguaçu da Bahia,Itaguaçu da Bahia,Nordeste,Nordeste,BA,Bahia
2915403,Itaju do Colônia,Itaju do Colônia,Nordeste,Nordeste,BA,Bahia
2915502,Itajuípe,Itajuípe,Nordeste,Nordeste,BA,Bahia
2915601,Itamaraju,Itamaraju,Nordeste,Nordeste,BA,Bahia
2915700,Itamari,Itamari,Nordeste,Nordeste,BA,Bahia
2915809,Itambé,Itambé,Nordeste,Nordeste,BA,Bahia
2915908,Itanagra,Itanagra,Nordeste,Nordeste,BA,Bahia
2916005,Itanhém,Itanhém,Nordeste,Nordeste,BA,Bahia
2916104,Itaparica,Itaparica,Nordeste,Nordeste,BA,Bahia
2916203,Itapé,Itapé,Nordeste,Nordeste,BA,Bahia
2916302,Itapebi,Itapebi,Nordeste,Nordeste,BA,Bahia
2916401,Itapetinga,Itapetinga,Nordeste,Nordeste,BA,Bahia
2916500,Itapicuru,Itapicuru,Nordeste,Nordeste,BA,Bahia
2916609,Itapitanga,Itapitanga,Nordeste,Nordeste,BA,Bahia
2916708,Itaquara,Itaquara,Nordeste,Nordeste,BA,Bahia
2916807,Itarantim,Itarantim,Nordeste,Nordeste,BA,Bahia
2916856,Itatim,Itatim,Nordeste,Nordeste,BA,Bahia
2916906,Itiruçu,Itiruçu,Nordeste,Nordeste,BA,Bahia
2917003,Itiúba,Itiúba,Nordeste,Nordeste,BA,Bahia
2917201,Ituaçu,Ituaçu,Nordeste,Nordeste,BA,Bahia
2917300,Ituberá,Ituberá,Nordeste,Nordeste,BA,Bahia
2917334,Iuiú,Iuiu,Nordeste,Nordeste,BA,Bahia
2917409,Jacaraci,Jacaraci,Nordeste,Nordeste,BA,Bahia
2917508,Jacobina,Jacobina,Nordeste,Nordeste,BA,Bahia
2917607,Jaguaquara,Jaguaquara,Nordeste,Nordeste,BA,Bahia
2917706,Jaguarari,Jaguarari,Nordeste,Nordeste,BA,Bahia
2917805,Jaguaripe,Jaguaripe,Nordeste,Nordeste,BA,Bahia
2917904,Jandaíra,Jandaíra,Nordeste,Nordeste,BA,Bahia
2918001,Jequié,Jequié,Nordeste,Nordeste,BA,Bahia
2918100,Jeremoabo,Jeremoabo,Nordeste,Nordeste,BA,Bahia
2918209,Jiquiriçá,Jiquiriçá,Nordeste,Nordeste,BA,Bahia
2918308,Jitaúna,Jitaúna,Nordeste,Nordeste,BA,Bahia
2918357,João Dourado,João Dourado,Nordeste,Nordeste,BA,Bahia
2918407,Juazeiro,Juazeiro,Nordeste,Nordeste,BA,Bahia
2918456,Jucuruçu,Jucuruçu,Nordeste,Nordeste,BA,Bahia
2918506,Jussara,Jussara,Nordeste,Nordeste,BA,Bahia
2918555,Jussari,Jussari,Nordeste,Nordeste,BA,Bahia
2918605,Jussiape,Jussiape,Nordeste,Nordeste,BA,Bahia
2918704,Lafaiete Coutinho,Lafaiete Coutinho,Nordeste,Nordeste,BA,Bahia
2918753,Lagoa Real,Lagoa Real,Nordeste,Nordeste,BA,Bahia
2918803,Laje,Laje,Nordeste,Nordeste,BA,Bahia
2918902,Lajedão,Lajedão,Nordeste,Nordeste,BA,Bahia
2919009,Lajedinho,Lajedinho,Nordeste,Nordeste,BA,Bahia
